Google,DuckDuckGo,Query,Relevant,MyRanking,Document
2,-1,MWC4,FALSE,-1,https://www.oreilly.com/library/view/hands-on-unsupervised-learning/9781492035633/ch04.html
3,-1,MWC4,TRUE,1,https://www.researchgate.net/publication/313020135_Unsupervised_Learning_Clustering_and_Dimensionality_Reduction
4,-1,MWC4,TRUE,8,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.153.9718&rep=rep1&type=pdf
5,-1,MWC4,TRUE,7,https://faculty.ucmerced.edu/mcarreira-perpinan/papers/cvpr08b.pdf
6,-1,MWC4,TRUE,5,https://jakevdp.github.io/PythonDataScienceHandbook/05.09-principal-component-analysis.html
7,-1,MWC4,TRUE,3,https://machinelearningmastery.com/dimensionality-reduction-algorithms-with-python/
8,-1,MWC4,TRUE,2,https://scipy-lectures.org/packages/scikit-learn/index.html
9,-1,MWC4,FALSE,-1,https://books.google.co.il/books?id=Vb21R9_rMNoC&pg=PA46&lpg=PA46&dq=((%22clustering%22OR%22dimensionality+reduction%22)AND(%22unsupervised%22))+-%22k-means%22&source=bl&ots=8ubi8ByGvw&sig=ACfU3U3TasdjREuUxhKE-erQQtKivDyv7g&hl=en&sa=X&ved=2ahUKEwi--LKzkPvsAhVNURUIHfNdC-kQ6AEwCHoECAEQAg#v=onepage&q=((%22clustering%22OR%22dimensionality%20reduction%22)AND(%22unsupervised%22))%20-%22k-means%22&f=false
10,-1,MWC4,TRUE,11,https://papers.nips.cc/paper/2019/file/fd0a5a5e367a0955d81278062ef37429-Paper.pdf
-1,1,MWC4,FALSE,-1,https://academy.smu.edu.sg/clustering-and-dimensionality-reduction-introduction-unsupervised-machine-learning-techniques-using
-1,2,MWC4,TRUE,12,https://blog.dataiku.com/dimensionality-reduction-how-it-works-in-plain-english
-1,3,MWC4,TRUE,10,https://towardsdatascience.com/time-series-clustering-and-dimensionality-reduction-5b3b4e84f6a3
-1,4,MWC4,TRUE,6,http://dataclustering.cse.msu.edu/papers/martin_law_thesis_compact.pdf
-1,5,MWC4,FALSE,-1,https://neurospace.io/blog/2020/10/what-is-unsupervised-learning/
-1,7,MWC4,TRUE,13,https://www.ijcai.org/Proceedings/15/Papers/551.pdf
-1,8,MWC4,TRUE,4,https://www.sciencedirect.com/science/article/abs/pii/S0031320320300959
-1,9,MWC4,TRUE,14,https://onlinelibrary.wiley.com/doi/10.1002/9781119092919.ch10
-1,10,MWC4,FALSE,-1,https://github.com/aapatel09/handson-unsupervised-learning
1,2,MWC5,TRUE,12,https://medium.com/voice-tech-podcast/expounding-dimensionality-reduction-using-pca-and-t-sne-db7ab3924ccd
2,-1,MWC5,TRUE,9,https://towardsdatascience.com/visualising-high-dimensional-datasets-using-pca-and-t-sne-in-python-8ef87e7915b
3,4,MWC5,TRUE,10,https://towardsdatascience.com/dimensionality-reduction-for-data-visualization-pca-vs-tsne-vs-umap-be4aa7b1cb29
4,7,MWC5,TRUE,2,https://www.kaggle.com/tilii7/dimensionality-reduction-pca-tsne
5,-1,MWC5,TRUE,5,https://exeter-data-analytics.github.io/MachineLearning/dimensionality-reduction.html
6,-1,MWC5,TRUE,3,https://www.whitman.edu/documents/Academics/Mathematics/2019/Sheng-Hundley.pdf
7,1,MWC5,TRUE,11,https://www.geeksforgeeks.org/difference-between-pca-vs-t-sne/
8,-1,MWC5,TRUE,8,https://www.tutorialspoint.com/scikit_learn/scikit_learn_dimensionality_reduction_using_pca.htm
9,-1,MWC5,TRUE,6,https://scipy-lectures.org/packages/scikit-learn/index.html
10,-1,MWC5,TRUE,1,https://mlcourse.ai/articles/topic7-unsupervised/
-1,3,MWC5,TRUE,4,https://medium.com/@TheDataGyan/dimensionality-reduction-with-pca-and-t-sne-in-r-2715683819
-1,5,MWC5,FALSE,-1,https://www.quora.com/What-is-the-difference-between-PCA-and-T-SNE?share=1
-1,6,MWC5,FALSE,-1,https://www.biostars.org/p/295174/
-1,8,MWC5,TRUE,7,https://pythonmachinelearning.pro/dimensionality-reduction/
-1,9,MWC5,FALSE,-1,https://www.quora.com/What-advantages-does-the-t-SNE-algorithm-have-over-PCA?share=1
-1,10,MWC5,FALSE,-1,https://quizlet.com/300364379/40-questions-to-test-a-data-scientist-on-dimensionality-reduction-techniques-flash-cards/
